timestamp,phase,dataset,split,protocol,model,seed,config_tag,fold,n_train,n_test,prevalence_test,auroc,ap,brier,ece,best_params
2026-02-27 03:56:32,PHASE2_REPRO,A,S2,P0,svm_linear_cal,1015,PHASE2_REPRO,3,11265,2816,0.024857954545454544,0.8693424201435852,0.4514491633190406,0.017291597570054832,0.0035728057488488164,"{""clf__C"": 0.1}"
2026-02-27 03:56:34,PHASE2_REPRO,A,S2,P0,svm_linear_cal,1015,PHASE2_REPRO,4,11265,2816,0.026278409090909092,0.9298943363494786,0.49516918006765637,0.01788393350462794,0.005952593729054446,"{""clf__C"": 0.1}"
2026-02-27 03:56:35,PHASE2_REPRO,A,S2,P0,svm_linear_cal,1015,PHASE2_REPRO,5,11265,2816,0.028764204545454544,0.9231362990046719,0.584188076275444,0.018565500300496966,0.007730799894160057,"{""clf__C"": 0.1}"
2026-02-27 03:57:24,PHASE2_REPRO,A,S2,P0,rf,1015,PHASE2_REPRO,1,11264,2817,0.020589279375221866,0.9392052342802863,0.4420075087949805,0.015261885181240878,0.0071393917879540875,"{""clf__max_depth"": null}"
2026-02-27 03:58:13,PHASE2_REPRO,A,S2,P0,rf,1015,PHASE2_REPRO,2,11265,2816,0.026633522727272728,0.9550650614131094,0.5483352082487077,0.017778976286300506,0.008507930871212122,"{""clf__max_depth"": null}"
2026-02-27 03:59:00,PHASE2_REPRO,A,S2,P0,rf,1015,PHASE2_REPRO,3,11265,2816,0.024857954545454544,0.9490479658724379,0.5627694449093562,0.016342319375440062,0.00875420127933752,"{""clf__max_depth"": 12}"
2026-02-27 03:59:46,PHASE2_REPRO,A,S2,P0,rf,1015,PHASE2_REPRO,4,11265,2816,0.026278409090909092,0.9475525854081653,0.5546100930262082,0.01761425668001015,0.009055246457646623,"{""clf__max_depth"": 12}"
2026-02-27 04:00:35,PHASE2_REPRO,A,S2,P0,rf,1015,PHASE2_REPRO,5,11265,2816,0.028764204545454544,0.9585753944072043,0.660785187922851,0.01688184974747475,0.009624763257575759,"{""clf__max_depth"": null}"
2026-02-27 04:00:47,PHASE2_REPRO,A,S2,P0,xgb,1015,PHASE2_REPRO,1,11264,2817,0.020589279375221866,0.9629175988301609,0.44019716716913865,0.015410065562932045,0.005798197575951198,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
2026-02-27 04:00:59,PHASE2_REPRO,A,S2,P0,xgb,1015,PHASE2_REPRO,2,11265,2816,0.026633522727272728,0.9623543718837407,0.5682482619390102,0.016686724867878658,0.006465364949556054,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
2026-02-27 04:01:11,PHASE2_REPRO,A,S2,P0,xgb,1015,PHASE2_REPRO,3,11265,2816,0.024857954545454544,0.9533867443554261,0.5562471067360011,0.015490337128546366,0.004485048328180338,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
2026-02-27 04:01:23,PHASE2_REPRO,A,S2,P0,xgb,1015,PHASE2_REPRO,4,11265,2816,0.026278409090909092,0.9633035661482051,0.6057151783378464,0.016002211839601474,0.008399575514468956,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
2026-02-27 04:01:36,PHASE2_REPRO,A,S2,P0,xgb,1015,PHASE2_REPRO,5,11265,2816,0.028764204545454544,0.9637890175367323,0.6788021237576463,0.015372422252872749,0.010169704830231422,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
2026-02-27 04:02:08,PHASE2_REPRO,A,S2,P0,extratrees,1015,PHASE2_REPRO,1,11264,2817,0.020589279375221866,0.9420517178887903,0.38262927587906714,0.016207285269014247,0.014688163763678758,"{""clf__max_depth"": 12}"
2026-02-27 04:02:36,PHASE2_REPRO,A,S2,P0,extratrees,1015,PHASE2_REPRO,2,11265,2816,0.026633522727272728,0.9520077830475495,0.5095926864066338,0.018843119673295453,0.009579190340909094,"{""clf__max_depth"": null}"
2026-02-27 04:03:04,PHASE2_REPRO,A,S2,P0,extratrees,1015,PHASE2_REPRO,3,11265,2816,0.024857954545454544,0.937139735719488,0.5444006404701732,0.017158591777146463,0.009464962121212122,"{""clf__max_depth"": null}"
2026-02-27 04:03:32,PHASE2_REPRO,A,S2,P0,extratrees,1015,PHASE2_REPRO,4,11265,2816,0.026278409090909092,0.9455048593451219,0.5410322602435568,0.018422331715593435,0.01136896306818182,"{""clf__max_depth"": null}"
2026-02-27 04:04:00,PHASE2_REPRO,A,S2,P0,extratrees,1015,PHASE2_REPRO,5,11265,2816,0.028764204545454544,0.9526756494459115,0.638874808284418,0.01907872377864901,0.01569034268200984,"{""clf__max_depth"": 12}"
2026-02-27 04:04:01,PHASE2_REPRO,A,S2,P0,lr_l2,1016,PHASE2_REPRO,1,11264,2817,0.020589279375221866,0.910924747847171,0.32807003834746096,0.016397701731400385,0.0077753162512048295,"{""clf__C"": 10.0}"
2026-02-27 04:04:02,PHASE2_REPRO,A,S2,P0,lr_l2,1016,PHASE2_REPRO,2,11265,2816,0.026633522727272728,0.9292666909886903,0.4219023397744793,0.019591879093622405,0.006129734988537501,"{""clf__C"": 1.0}"
2026-02-27 04:04:04,PHASE2_REPRO,A,S2,P0,lr_l2,1016,PHASE2_REPRO,3,11265,2816,0.024857954545454544,0.8891322443034024,0.42148290809945316,0.018182738304037036,0.0035795988879317067,"{""clf__C"": 1.0}"
2026-02-27 04:04:05,PHASE2_REPRO,A,S2,P0,lr_l2,1016,PHASE2_REPRO,4,11265,2816,0.026278409090909092,0.9358625584008515,0.4824503067406619,0.018366234866077778,0.006173012132630157,"{""clf__C"": 1.0}"
2026-02-27 04:04:07,PHASE2_REPRO,A,S2,P0,lr_l2,1016,PHASE2_REPRO,5,11265,2816,0.028764204545454544,0.9255196695781706,0.5762850642739773,0.01796485435942274,0.005876490197301197,"{""clf__C"": 1.0}"
2026-02-27 04:04:08,PHASE2_REPRO,A,S2,P0,svm_linear_cal,1016,PHASE2_REPRO,1,11264,2817,0.020589279375221866,0.8984077189386459,0.34212151904115273,0.0163874926542885,0.00703039446305027,"{""clf__C"": 0.1}"
2026-02-27 04:04:09,PHASE2_REPRO,A,S2,P0,svm_linear_cal,1016,PHASE2_REPRO,2,11265,2816,0.026633522727272728,0.9270290648181929,0.41372118712105105,0.0199678736285087,0.0100263832700798,"{""clf__C"": 1.0}"
2026-02-27 04:04:10,PHASE2_REPRO,A,S2,P0,svm_linear_cal,1016,PHASE2_REPRO,3,11265,2816,0.024857954545454544,0.8861772968473624,0.44371028065616497,0.017678850346573297,0.0036859461058387144,"{""clf__C"": 1.0}"
2026-02-27 04:04:12,PHASE2_REPRO,A,S2,P0,svm_linear_cal,1016,PHASE2_REPRO,4,11265,2816,0.026278409090909092,0.9328759832042108,0.4806367745149457,0.0191193612522524,0.010095939551479347,"{""clf__C"": 0.1}"
2026-02-27 04:04:13,PHASE2_REPRO,A,S2,P0,svm_linear_cal,1016,PHASE2_REPRO,5,11265,2816,0.028764204545454544,0.9161983433768931,0.5769469406349678,0.017988538202207246,0.005425908249703575,"{""clf__C"": 0.1}"
2026-02-27 04:05:01,PHASE2_REPRO,A,S2,P0,rf,1016,PHASE2_REPRO,1,11264,2817,0.020589279375221866,0.9481133844096437,0.4416563042348355,0.015151571439649634,0.009180786303559936,"{""clf__max_depth"": 12}"
2026-02-27 04:05:48,PHASE2_REPRO,A,S2,P0,rf,1016,PHASE2_REPRO,2,11265,2816,0.026633522727272728,0.9502809193724918,0.5270023631290283,0.01805798103612546,0.007437780888845664,"{""clf__max_depth"": 12}"
2026-02-27 04:06:35,PHASE2_REPRO,A,S2,P0,rf,1016,PHASE2_REPRO,3,11265,2816,0.024857954545454544,0.954775777754656,0.5618159085255998,0.016499048963238963,0.009652931009388492,"{""clf__max_depth"": 12}"
2026-02-27 04:07:22,PHASE2_REPRO,A,S2,P0,rf,1016,PHASE2_REPRO,4,11265,2816,0.026278409090909092,0.9438711140024051,0.5500533629497385,0.017604779164584874,0.008975922116968738,"{""clf__max_depth"": 12}"
2026-02-27 04:08:10,PHASE2_REPRO,A,S2,P0,rf,1016,PHASE2_REPRO,5,11265,2816,0.028764204545454544,0.9627237231137292,0.6702937226779468,0.01718425958806818,0.012698271780303026,"{""clf__max_depth"": null}"
2026-02-27 04:08:23,PHASE2_REPRO,A,S2,P0,xgb,1016,PHASE2_REPRO,1,11264,2817,0.020589279375221866,0.9621302070965243,0.4302842273662765,0.015504204537396867,0.0057195318924743496,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
